respondent_id,F1_channel,S1,S2,S3,S4,S5,A1,A2,B1,B2_1순위,B2_2순위,B3,B4,C1,C2,D1_5900,D1_6900,D1_7500,D1_8500,E1,E2,F2,_is_target,_is_student,_screenout,_flag_b4_pass,_flag_straightline,_flag_d1_nonmonotone,_flag_e1_swap_flip,_flag_unprimed_ok,_flag_structural_inconsistency,_backend,_B1_why,_B2_why
39,직장인 커뮤니티,25-29,직장인,가족거주,3-5회,있다,먹어봤고 좋아한다,⑥지금도 잘 먹음,2,향신료 부담 없음,5분 완조리,맛 상상 안 됨,그렇다,배달·외식,가끔 산다,산다,산다,안 산다,안 산다,나(T2·매실청),나는 향 부담이 제일 걸렸던 사람이라 그걸 콕 집어준 문구가 더 와닿아요.,,True,False,,True,False,False,False,True,False,claude-live,팟타이 좋아하는데 고수랑 피시소스 향이 항상 걸렸거든요. 매실청으로 잡았다니까 나한테 딱 맞겠다 싶어서 꽤 끌려요.,향 부담 없이 집에서 5분이면 되니까 평일 저녁에 부담 없이 먹기 좋을 것 같아요.
40,직장인 커뮤니티,40+,직장인,2인가구,1-2회,없다,먹어봤고 보통이다,①향신료향 부담,4,향신료 부담 없음,매실청의 새콤한 맛,진짜 팟타이 아닐 것,그렇다,이런 맛 안 찾음,기존 방식 유지,산다,산다,안 산다,안 산다,나(T2·매실청),향 부담이 제일 큰 걸림돌이었던 나한테는 매실청으로 잡았다는 말이 더 와닿습니다.,,False,False,40+,True,False,False,False,True,False,claude-live,고수랑 피시소스 향이 부담이었는데 매실청으로 새콤함을 냈다니 이건 나도 먹을 만하겠다 싶네요. 다만 이게 진짜 팟타이 맛일지는 반신반의합니다.,향이 부담스러워서 못 먹던 사람인데 매실청으로 잡았다니 딱 내 얘기라 손이 갑니다.
41,직장인 커뮤니티,25-29,직장인,1인가구,3-5회,없다,먹어봤고 보통이다,③접근성 부족,4,5분 완조리,매실청의 새콤한 맛,진짜 팟타이 아닐 것,그렇다,냉동/밀키트,기존 방식 유지,산다,산다,안 산다,안 산다,나(T2·매실청),"매실청이 익숙해서 향 부담 없다는 말이 더 와닿고, '진짜 팟타이 그대로'는 오히려 의심부터 들어요.",,True,False,,True,False,False,False,True,False,claude-live,"아이디어는 신선한데, 매실청으로 낸 새콤함이 팟타이 맛이랑 붙을지 상상이 잘 안 돼요. 나쁘진 않은데 딱 끌리진 않네요.","혼자 살다 보니 5분에 끝나는 게 제일 크고, 매실청은 익숙해서 그나마 거부감이 덜해요."
42,대학생 커뮤니티,25-29,대학원생,가족거주,0회,있다,먹어봤고 좋아한다,③접근성 부족,4,5분 완조리,국산 새우·숙주 등 재료,진짜 팟타이 아닐 것,아니다,직접 만든다,꼭 산다,산다,산다,안 산다,안 산다,가(T1·완성도),저는 향 부담이 별로 없어서 매실청 얘기보단 사 먹던 그 맛이 5분에 난다는 쪽이 더 와닿아요.,,False,True,구매0회,False,False,False,False,True,False,claude-live,"아이디어는 신선한데, 타마린드를 매실청으로 바꿨다니까 이게 내가 아는 팟타이 맛이 나올지 좀 의심스러워요. 그래도 집에서 쉽게 먹을 수 있다는 건 끌리네요.",팟타이 먹고 싶어도 파는 데가 마땅찮은데 5분이면 되고 재료도 국산이라니 그건 마음에 들어요.
43,직장인 커뮤니티,35-39,직장인,2인가구,6+회,있다,먹어봤고 좋아한다,①향신료향 부담,4,향신료 부담 없음,5분 완조리,양(300g) 부족,아니다,배달·외식,가끔 산다,산다,산다,안 산다,안 산다,나(T2·매실청),"내가 동남아 음식 꺼리는 이유가 딱 향이라서, 향 부담 없다는 말이 완성도 강조보다 훨씬 와닿는다.",,True,False,,False,False,False,False,True,False,claude-live,고수랑 피시소스 향 부담을 매실청으로 덜었다니 나한테는 딱 반가운 포인트다. 다만 매실청으로 진짜 팟타이 새콤함이 날지는 좀 반신반의.,향 부담 없이 집에서 5분에 해결되면 나 같은 사람한테는 진입장벽이 확 낮아진다.
44,직장인 커뮤니티,30-34,직장인,2인가구,1-2회,없다,먹어봤고 좋아한다,⑥지금도 잘 먹음,2,외식 대비 가성비,매실청의 새콤한 맛,양(300g) 부족,그렇다,배달·외식,가끔 산다,산다,산다,안 산다,안 산다,가(T1·완성도),저는 향 부담이 큰 편이 아니라서 매실청 얘기보단 5분에 사 먹던 맛 그대로라는 게 더 와닿아요.,,True,False,,True,False,False,False,True,False,claude-live,"평소에도 이런 거 자주 먹으니까 반갑긴 한데, 매실청으로 새콤함 낸다는 게 좀 궁금하네요. 맛만 괜찮으면 손 갈 것 같아요.",밖에서 사 먹으면 만원 넘는데 집에서 이 값에 되면 그게 제일 끌리죠.
45,직장인 커뮤니티,25-29,직장인,2인가구,3-5회,없다,먹어봤고 좋아한다,③접근성 부족,2,5분 완조리,국산 새우·숙주 등 재료,진짜 팟타이 아닐 것,그렇다,배달·외식,가끔 산다,산다,산다,안 산다,안 산다,나(T2·매실청),매실청으로 향 부담을 덜었다는 게 이 제품만의 차별점 같아서 더 눈이 가요.,,True,False,,True,False,False,False,True,False,claude-live,아이디어는 신선한데 매실청으로 새콤함을 낸다니까 진짜 팟타이 맛이 날지 상상이 잘 안 돼요. 나쁘진 않아 보이는데 반신반의네요.,평일에 빨리 해 먹기 좋고 재료가 국산이면 그나마 믿음이 가서요.
46,직장인 커뮤니티,25-29,자영업·프리랜서,가족거주,0회,없다,먹어봤고 좋아한다,③접근성 부족,4,5분 완조리,향신료 부담 없음,맛 상상 안 됨,아니다,냉동/밀키트,기존 방식 유지,산다,산다,안 산다,안 산다,나(T2·매실청),향 부담 없다는 게 저한텐 제일 실질적으로 와닿아서요.,,False,False,구매0회,False,False,False,False,True,False,claude-live,향 부담 없이 새콤한 팟타이라니 괜찮아 보이네요. 근데 매실청으로 낸 맛이 진짜 팟타이 맛이랑 비슷할지는 좀 궁금해요.,"바쁘게 일하다 보면 5분에 끝나는 게 제일 끌리고, 향 부담 덜었다니 부담 없이 먹을 수 있을 것 같아서요."
47,지인 소개,35-39,자영업·프리랜서,가족거주,6+회,없다,먹어봤고 보통이다,③접근성 부족,2,5분 완조리,국산 새우·숙주 등 재료,맛 상상 안 됨,그렇다,배달·외식,가끔 산다,산다,산다,산다,안 산다,나(T2·매실청),향 부담 덜었다는 게 이 제품의 진짜 차별점 같아서 그 문구가 더 와닿아요.,,True,False,,True,False,False,False,True,False,claude-live,"아이디어는 괜찮아 보이는데, 매실청으로 새콤함을 냈다는 게 실제로 어떤 맛일지 잘 상상이 안 되네요. 나쁘진 않을 것 같긴 해요.",바쁠 때 5분이면 되고 재료도 국산이라니 그 점이 제일 손이 가요.
48,대학생 커뮤니티,19-24,대학원생,1인가구,3-5회,없다,먹어봤고 보통이다,①향신료향 부담,3,향신료 부담 없음,5분 완조리,맛 상상 안 됨,그렇다,이런 맛 안 찾음,가끔 산다,산다,산다,안 산다,안 산다,나(T2·매실청),향 부담이 제 걱정거리라 그걸 콕 집어준 쪽이 더 안심돼요.,,False,True,19-24,True,False,False,False,True,False,claude-live,"향 부담 덜었다는 건 나한테 좋긴 한데, 매실청 넣은 팟타이 맛이 잘 상상이 안 돼요. 그냥 새콤한 볶음면 아닌가 싶기도 하고.","고수랑 피시소스 향에 약한 편이라 향 부담 없앤 점이 제일 끌리고, 자취라 5분이면 되는 것도 편해요."
49,지인 소개,30-34,자영업·프리랜서,2인가구,3-5회,있다,먹어봤고 좋아한다,③접근성 부족,4,매실청의 새콤한 맛,5분 완조리,진짜 팟타이 아닐 것,그렇다,배달·외식,꼭 산다,산다,산다,안 산다,안 산다,나(T2·매실청),"'진짜 그 맛 그대로'는 오히려 냉동이라 못 믿겠는데, 매실청으로 향 부담 덜었다는 건 저한테 딱 걸리는 포인트라 더 끌려요.",,True,False,,True,False,False,False,True,False,claude-live,매실청으로 새콤함 낸다는 게 확 와닿네요. 여행 때 먹던 팟타이 생각나서 궁금하긴 한데 냉동으로 그 맛이 날지는 반신반의예요.,"매실청은 평소에도 익숙해서 향 부담 없이 새콤할 것 같고, 바쁠 때 5분이면 되니 손이 갈 것 같아요."
50,대학생 커뮤니티,25-29,대학원생,1인가구,3-5회,없다,먹어봤고 보통이다,⑤단순 비선호,4,5분 완조리,국산 새우·숙주 등 재료,맛 상상 안 됨,그렇다,냉동/밀키트,가끔 산다,산다,산다,안 산다,안 산다,가(T1·완성도),저는 향 부담이 별로 없어서 매실청 얘기보다 5분에 사 먹던 그 맛 난다는 쪽이 더 와닿아요.,,False,True,,True,False,False,False,True,False,claude-live,아이디어는 신선한데 매실청 소스라는 게 어떤 맛일지 잘 그려지지가 않네요. 나쁘진 않지만 확 끌리진 않아요.,"혼자 살면 5분 만에 되는 게 제일 크고, 국산 재료면 그나마 좀 믿음이 가요."
51,직장인 커뮤니티,25-29,직장인,2인가구,1-2회,없다,먹어봤고 좋아한다,③접근성 부족,3,5분 완조리,국산 새우·숙주 등 재료,진짜 팟타이 아닐 것,그렇다,냉동/밀키트,가끔 산다,산다,산다,안 산다,안 산다,나(T2·매실청),매실청으로 향 부담 덜었다는 게 이 제품만의 차별점 같고 더 신뢰가 가요.,,True,False,,True,False,False,False,True,False,claude-live,평소 팟타이 좋아하는데 집에서 5분에 되면 편하겠다 싶어요. 매실청으로 새콤하게 냈다니 우리 입맛엔 오히려 잘 맞을 것 같네요.,팟타이 먹고 싶어도 파는 데를 찾아야 하는데 집에서 금방 되면 그게 제일 끌려요.
52,직장인 커뮤니티,30-34,직장인,가족거주,1-2회,없다,먹어봤고 좋아한다,⑥지금도 잘 먹음,4,외식 대비 가성비,5분 완조리,가격 걱정,그렇다,안 먹거나 참는다,가끔 산다,산다,산다,안 산다,안 산다,가(T1·완성도),향 부담은 원래 없는 편이라 매실청보다 사 먹던 그 맛 그대로라는 말이 더 와닿아요.,,True,False,,True,False,False,False,True,False,claude-live,"팟타이 원래 좋아해서 눈길이 가고, 5분이면 된다니까 편해 보여요. 다만 냉동으로 그 맛이 날지는 좀 봐야죠.",밖에서 사 먹으면 만원 넘는데 집에서 싸게 빨리 되면 그게 제일 끌려요.
53,직장인 커뮤니티,40+,직장인,가족거주,1-2회,없다,먹어봤고 보통이다,③접근성 부족,3,향신료 부담 없음,5분 완조리,맛 상상 안 됨,아니다,배달·외식,가끔 산다,산다,산다,안 산다,안 산다,나(T2·매실청),향 부담 덜었다는 말이 저 같은 사람한테는 완성도 강조보다 더 와닿습니다.,,False,False,40+,False,False,False,False,True,False,claude-live,아이디어는 신선한데 매실청으로 팟타이 맛이 날지 잘 상상이 안 되네요. 향 부담 줄였다는 건 반갑긴 합니다.,고수나 피시소스 향 부담 없이 간편하게 한 끼 되는 게 제일 끌립니다.
54,직장인 커뮤니티,40+,직장인,2인가구,1-2회,있다,먹어봤고 보통이다,③접근성 부족,3,5분 완조리,향신료 부담 없음,냉동품질 불신,그렇다,배달·외식,기존 방식 유지,산다,산다,안 산다,안 산다,나(T2·매실청),향 부담 없다는 말이 나한테 더 와닿는다.,,False,False,40+,True,False,False,False,True,False,claude-live,"향 부담 줄였다니 나 같은 사람한텐 무난하겠다 싶긴 한데, 냉동 쌀면 맛이 어느 정도일지 감이 안 온다. 나쁘진 않은 아이디어네.",퇴근하고 빨리 한 끼 때우기 좋아 보이고 향 부담 없다는 점이 마음에 든다.
55,직장인 커뮤니티,35-39,직장인,가족거주,1-2회,있다,먹어봤고 좋아한다,③접근성 부족,3,향신료 부담 없음,국산 새우·숙주 등 재료,양(300g) 부족,그렇다,배달·외식,가끔 산다,산다,산다,안 산다,안 산다,나(T2·매실청),향 부담 없다는 게 제일 와닿아서요. '그 맛 그대로'는 좀 뻔하게 들려요.,,True,False,,True,False,False,False,True,False,claude-live,팟타이 좋아하는데 집 근처에서 사 먹기가 애매했거든요. 매실청으로 새콤함 냈다니까 향 부담 없이 먹기 편하겠다 싶어서 눈길이 가네요.,고수 피시소스 향이 세면 가족이 안 먹는데 이건 매실청이라 다같이 먹기 좋을 것 같아요.
56,직장인 커뮤니티,40+,직장인,가족거주,1-2회,없다,먹어봤고 좋아한다,③접근성 부족,1,5분 완조리,국산 새우·숙주 등 재료,맛 상상 안 됨,그렇다,냉동/밀키트,가끔 산다,산다,산다,안 산다,안 산다,나(T2·매실청),향 부담 없이 새콤하다는 게 제일 궁금하고 낯선 향 걱정을 덜어줘서요.,,False,False,40+,True,False,False,False,True,False,claude-live,아이디어는 괜찮은데 매실청으로 새콤함을 낸다니 실제 맛이 잘 그려지진 않네요. 냉동 쌀면이 어느 정도 살아있을지도 반신반의합니다.,퇴근하고 5분에 끝나고 재료도 국산이라면 한 번쯤 손이 갈 것 같습니다.
57,대학생 커뮤니티,19-24,기타,가족거주,0회,없다,먹어봤고 보통이다,③접근성 부족,2,5분 완조리,국산 새우·숙주 등 재료,맛 상상 안 됨,아니다,냉동/밀키트,기존 방식 유지,산다,산다,안 산다,안 산다,나(T2·매실청),매실청 얘기가 궁금하게 만들어서 한 번 먹어보고 싶어져요.,,False,True,19-24;구매0회,False,False,False,False,True,False,claude-live,매실청으로 새콤함 낸다는 게 신기하긴 한데 솔직히 무슨 맛일지 잘 상상이 안 돼요. 나쁘진 않을 것 같긴 함.,고명 따로 살 필요 없이 5분이면 되니까 그게 제일 편해 보여요.
58,직장인 커뮤니티,25-29,직장인,가족거주,1-2회,없다,먹어봤고 좋아한다,⑥지금도 잘 먹음,3,외식 대비 가성비,5분 완조리,맛 상상 안 됨,그렇다,배달·외식,가끔 산다,산다,산다,안 산다,안 산다,가(T1·완성도),팟타이는 원래 먹던 그 맛이 나는 게 제일 중요해서요.,,True,False,,True,False,False,False,True,False,claude-live,"팟타이 자주 먹는 편이라 반갑긴 한데, 매실청으로 새콤함 낸다는 게 맛이 잘 상상이 안 되네요. 나쁘진 않아 보여요.",밖에서 사 먹으면 만원 넘는데 집에서 빨리 해결되면 좋으니까요.
59,직장인 커뮤니티,40+,직장인,2인가구,6+회,없다,먹어봤고 좋아한다,⑥지금도 잘 먹음,2,5분 완조리,매실청의 새콤한 맛,진짜 팟타이 아닐 것,그렇다,이런 맛 안 찾음,기존 방식 유지,산다,산다,안 산다,안 산다,나(T2·매실청),매실청이라는 말이 나한테는 확 와닿고 향 부담 없다는 점이 실제로 사고 싶게 만들어요.,,False,False,40+,True,False,False,False,True,False,claude-live,평소 팟타이 자주 먹는 편이라 관심이 가네요. 매실청으로 새콤함 냈다는 게 나한테는 오히려 익숙하고 반가운 발상이에요.,퇴근하고 5분이면 되는데다 매실청 새콤함이 궁금해서 손이 갈 것 같아요.
60,직장인 커뮤니티,35-39,직장인,가족거주,0회,없다,먹어봤고 보통이다,③접근성 부족,4,매실청의 새콤한 맛,향신료 부담 없음,양(300g) 부족,그렇다,냉동/밀키트,기존 방식 유지,산다,산다,안 산다,안 산다,나(T2·매실청),"매실청 새콤함이라는 게 제일 와닿고, '진짜 팟타이'라고 강조하는 쪽은 오히려 그 맛일까 싶어 미덥지 않아요.",,False,False,구매0회,True,False,False,False,True,False,claude-live,"매실청으로 새콤함을 냈다니 익숙한 맛일 것 같아 궁금은 한데, 냉동 쌀면이 얼마나 제대로 나올지는 반신반의예요. 확 끌리진 않네요.",매실청은 평소에도 자주 쓰는 거라 새콤한 맛이 상상돼서 그나마 손이 갈 것 같아요.
61,대학생 커뮤니티,19-24,기타,1인가구,1-2회,있다,먹어봤고 좋아한다,③접근성 부족,3,향신료 부담 없음,5분 완조리,맛 상상 안 됨,그렇다,냉동/밀키트,꼭 산다,산다,산다,안 산다,안 산다,나(T2·매실청),향 부담 없다는 게 이 제품의 진짜 차별점 같아서 더 끌려요.,,False,True,19-24,True,False,False,False,True,False,claude-live,아이디어는 신선한데 매실청으로 팟타이 맛이 날지 잘 상상이 안 돼요. 향 부담 덜었다는 건 좋네요.,고수나 피시소스 향이 부담될 때가 있는데 그걸 덜었다니 부담 없이 시도해볼 만해요.
62,대학생 커뮤니티,19-24,대학원생,기숙사,3-5회,있다,먹어봤고 좋아한다,③접근성 부족,3,매실청의 새콤한 맛,5분 완조리,가격 걱정,아니다,배달·외식,가끔 산다,산다,산다,안 산다,안 산다,나(T2·매실청),매실청이 저한테 익숙해서 향 부담 없다는 말이 더 믿음이 가요.,,False,True,19-24,False,False,False,False,True,False,claude-live,매실청으로 새콤함 낸다니까 감이 딱 와서 맛 상상이 되네요. 향신료 부담 덜었다는 것도 무난해서 괜찮아 보여요.,"매실청은 익숙해서 실패 안 할 것 같고, 기숙사에서 5분이면 되는 게 제일 현실적이에요."
63,지인 소개,35-39,직장인,가족거주,1-2회,없다,먹어봤고 보통이다,②낯선 소스·재료,2,5분 완조리,국산 새우·숙주 등 재료,진짜 팟타이 아닐 것,그렇다,배달·외식,꼭 산다,산다,산다,산다,안 산다,나(T2·매실청),타마린드 대신 매실청이라는 설명이 오히려 왜 이 맛인지 이해가 돼서 손이 갑니다.,,True,False,,True,False,False,False,True,False,claude-live,아이디어는 신선한데 매실청으로 낸 팟타이 맛이 잘 상상이 안 되네요. 그냥저냥 궁금한 정도예요.,퇴근하고 빨리 차려 먹을 수 있고 재료가 국산이라 그나마 믿음이 갑니다.
64,대학생 커뮤니티,25-29,대학원생,1인가구,1-2회,없다,먹어봤고 좋아한다,③접근성 부족,3,5분 완조리,국산 새우·숙주 등 재료,진짜 팟타이 아닐 것,그렇다,냉동/밀키트,가끔 산다,산다,산다,안 산다,안 산다,나(T2·매실청),매실청은 익숙한 맛이라 향 부담 없다는 말이 더 믿음이 가고 궁금해져요.,,False,True,,True,False,False,False,True,False,claude-live,평소 팟타이 좋아하는데 집 근처에서 파는 데가 마땅치 않아서 냉동으로 나온다니 반갑네요. 다만 매실청으로 새콤함을 낸다는 게 진짜 그 맛이 날지는 좀 궁금해요.,혼자 살면서 팟타이 해먹으려면 재료 사기가 번거로운데 5분에 끝나고 재료도 들어있으니 그게 제일 끌려요.
65,대학생 커뮤니티,19-24,기타,가족거주,1-2회,없다,먹어봤고 좋아한다,①향신료향 부담,3,향신료 부담 없음,매실청의 새콤한 맛,진짜 팟타이 아닐 것,아니다,배달·외식,가끔 산다,산다,산다,산다,안 산다,나(T2·매실청),향 부담 없다는 말이 저처럼 향신료 싫어하는 사람한테 딱 꽂혀요.,,False,True,19-24,False,False,False,False,True,False,claude-live,고수나 피시소스 향이 부담이었는데 매실청으로 새콤함을 냈다니까 이건 나도 먹을 수 있겠다 싶어요. 매실청은 익숙해서 맛이 대충 그려지네요.,향 때문에 못 먹던 걸 매실청으로 덜었다는 점이 저한테는 제일 크게 와닿아요.
66,대학생 커뮤니티,19-24,기타,기숙사,3-5회,없다,먹어봤고 보통이다,③접근성 부족,3,향신료 부담 없음,5분 완조리,양(300g) 부족,그렇다,안 먹거나 참는다,기존 방식 유지,산다,산다,안 산다,안 산다,나(T2·매실청),향 부담 없다는 게 나한테는 진짜 사고 싶어지는 포인트라서.,,False,True,19-24,True,False,False,False,True,False,claude-live,매실청으로 새콤함 잡았다는 게 신선하고 향 부담 덜었다니 나도 먹어볼 만하겠다. 다만 이게 진짜 팟타이 맛일지는 좀 의심된다.,"고수나 피시소스 향이 부담이었는데 그걸 덜었다니 끌리고, 기숙사에서 5분이면 되는 것도 편하다."
67,직장인 커뮤니티,25-29,기타,가족거주,1-2회,없다,먹어봤고 좋아한다,①향신료향 부담,5,향신료 부담 없음,매실청의 새콤한 맛,냉동품질 불신,그렇다,배달·외식,가끔 산다,산다,산다,산다,안 산다,나(T2·매실청),나한테는 향 부담 없다는 게 사게 만드는 핵심이라 매실청 강조가 더 와닿는다.,,True,False,,True,False,False,False,True,False,claude-live,고수랑 피시소스 향 때문에 늘 걸렸는데 매실청으로 새콤함을 냈다니까 이건 내가 먹기 편할 것 같다. 딱 나 같은 사람 노린 느낌.,향 부담이 없어야 손이 가는데 거기에 매실청 새콤함이면 내 입맛에 딱 맞을 것 같아서.
68,직장인 커뮤니티,30-34,기타,가족거주,0회,없다,먹어봤고 보통이다,③접근성 부족,2,매실청의 새콤한 맛,5분 완조리,맛 상상 안 됨,그렇다,이런 맛 안 찾음,가끔 산다,산다,산다,안 산다,안 산다,나(T2·매실청),향 부담 없다는 말이 나 같은 사람한테는 진짜 팟타이라는 말보다 더 안심이 된다.,,False,False,구매0회,True,False,False,False,True,False,claude-live,"매실청으로 새콤함을 냈다니 익숙한 맛일 것 같아 호기심은 가는데, 냉동으로 그 맛이 제대로 날지는 반신반의다.",매실청은 평소 익숙해서 낯선 향 걱정 없이 시도해볼 수 있을 것 같다.
69,대학생 커뮤니티,19-24,기타,기숙사,6+회,없다,먹어봤고 보통이다,③접근성 부족,5,5분 완조리,외식 대비 가성비,가격 걱정,그렇다,냉동/밀키트,기존 방식 유지,산다,산다,안 산다,안 산다,가(T1·완성도),"향 부담은 원래 별로 없어서, 그냥 5분에 사 먹던 맛 나온다는 쪽이 더 와닿아요.",,False,True,19-24,True,True,False,False,True,False,claude-live,"5분에 되는 건 기숙사에서 딱 좋긴 한데, 매실청 소스 팟타이 맛이 잘 상상이 안 가서 반신반의예요. 나쁘진 않은데 확 끌리진 않네요.","기숙사라 조리 간편한 게 제일 크고, 사 먹는 것보다 싸면 그때 손이 갈 것 같아요."
70,직장인 커뮤니티,25-29,직장인,1인가구,1-2회,없다,먹어봤고 좋아한다,③접근성 부족,4,5분 완조리,외식 대비 가성비,양(300g) 부족,그렇다,냉동/밀키트,가끔 산다,산다,산다,안 산다,안 산다,가(T1·완성도),매실청보다는 사 먹던 그 맛 그대로라는 게 더 안심되고 끌려요.,,True,False,,True,False,False,False,True,False,claude-live,팟타이 좋아하는데 집 근처에서 파는 데가 마땅찮아서 냉동으로 나오면 반가울 것 같아요. 다만 매실청 소스가 어떤 맛일지 살짝 궁금하네요.,"혼자 사는데 팟타이 먹으려면 나가야 하니까, 5분이면 끝나고 가격도 괜찮으면 그게 제일 끌려요."
71,직장인 커뮤니티,30-34,직장인,2인가구,3-5회,없다,먹어봤고 좋아한다,⑥지금도 잘 먹음,3,외식 대비 가성비,5분 완조리,진짜 팟타이 아닐 것,그렇다,배달·외식,가끔 산다,산다,산다,안 산다,안 산다,가(T1·완성도),향은 원래 부담 없어서 매실청 얘기보다 사 먹던 그 맛 그대로라는 쪽이 더 믿음이 간다.,,True,False,,True,False,False,False,True,False,claude-live,"팟타이 자주 사 먹는 편이라 냉동으로 5분이면 되는 건 편해 보이긴 한데, 타마린드를 매실청으로 바꿨다니 그게 진짜 그 맛이 날지 솔직히 반신반의다.",밖에서 사 먹으면 만원 넘는데 집에서 5분 만에 비슷하게 먹을 수 있으면 값어치는 하니까.
72,직장인 커뮤니티,30-34,기타,2인가구,3-5회,있다,먹어봤고 좋아한다,③접근성 부족,4,향신료 부담 없음,5분 완조리,양(300g) 부족,그렇다,냉동/밀키트,기존 방식 유지,산다,산다,안 산다,안 산다,나(T2·매실청),향 부담 없다는 점이 저한테는 제일 끌리는 포인트라서요.,,True,False,,True,False,False,False,True,False,claude-live,매실청으로 새콤함을 냈다니 향 부담 없이 먹기 좋을 것 같아 눈길이 가네요. 다만 진짜 팟타이 맛이 날지는 좀 반신반의예요.,고수나 피시소스 향 부담 없이 5분이면 되니까 집에서 부담 없이 먹기 딱이에요.
73,직장인 커뮤니티,25-29,자영업·프리랜서,2인가구,0회,없다,먹어봤고 보통이다,①향신료향 부담,5,향신료 부담 없음,매실청의 새콤한 맛,맛 상상 안 됨,그렇다,배달·외식,기존 방식 유지,산다,산다,안 산다,안 산다,나(T2·매실청),향 부담 없다는 말이 나한테는 진짜 팟타이라는 말보다 훨씬 와닿아요.,,False,False,구매0회,True,False,False,False,True,False,claude-live,매실청으로 새콤함 낸다니까 향신료 부담 있는 나한테는 좀 끌리긴 해요. 근데 팟타이를 자주 먹는 편이 아니라 확 당기진 않네요.,고수나 피시소스 향이 부담이었는데 매실청으로 잡았다니 그 점이 제일 마음에 들어요.
74,대학생 커뮤니티,19-24,자영업·프리랜서,가족거주,0회,없다,먹어봤고 좋아한다,③접근성 부족,3,매실청의 새콤한 맛,5분 완조리,양(300g) 부족,그렇다,직접 만든다,꼭 산다,산다,산다,안 산다,안 산다,나(T2·매실청),"'진짜 팟타이 그 맛'은 솔직히 안 믿기는데, 매실청 얘기는 익숙해서 더 끌려요.",,False,True,19-24;구매0회,True,False,False,False,True,False,claude-live,매실청으로 새콤함 낸다니까 맛이 상상 가고 거부감 없어요. 근데 300g이면 저한텐 좀 아쉬울 것 같긴 해요.,"매실청은 익숙해서 맛이 그려지고, 5분이면 바쁠 때 후딱 해먹기 좋아 보여요."
75,대학생 커뮤니티,19-24,기타,가족거주,0회,없다,먹어봤고 보통이다,③접근성 부족,4,매실청의 새콤한 맛,5분 완조리,양(300g) 부족,그렇다,이런 맛 안 찾음,기존 방식 유지,산다,산다,안 산다,안 산다,나(T2·매실청),매실청이 익숙해서 향 부담 없다는 말이 더 와닿아요.,,False,True,19-24;구매0회,True,False,False,False,True,False,claude-live,매실청으로 새콤함 낸다니까 거부감은 없고 맛도 대충 상상은 가요. 근데 딱히 확 끌리진 않고 그냥 그런가보다 싶어요.,"매실청은 평소에도 익숙해서 새콤한 맛이 어떨지 감이 오고, 5분이면 되니까 편하긴 하겠다 싶어요."
76,직장인 커뮤니티,25-29,직장인,1인가구,3-5회,없다,먹어봤고 좋아한다,⑥지금도 잘 먹음,4,5분 완조리,국산 새우·숙주 등 재료,진짜 팟타이 아닐 것,그렇다,이런 맛 안 찾음,가끔 산다,산다,산다,안 산다,안 산다,나(T2·매실청),매실청으로 새콤함을 냈다는 게 이 제품만의 차별점 같고 더 궁금해서요.,,True,False,,True,False,False,False,True,False,claude-live,평소 이런 아시안 면요리 자주 먹는 편이라 5분이면 완성이라는 게 딱 끌리네요. 매실청으로 새콤함 냈다는 것도 신선하고 궁금해요.,혼자 살아서 재료 사서 볶는 건 부담이고 5분에 되면서 국산 새우 들어간 거면 믿고 사볼 만해요.
77,직장인 커뮤니티,40+,직장인,가족거주,6+회,없다,먹어봤고 좋아한다,③접근성 부족,3,5분 완조리,국산 새우·숙주 등 재료,진짜 팟타이 아닐 것,그렇다,직접 만든다,가끔 산다,산다,산다,안 산다,안 산다,나(T2·매실청),매실청으로 향 부담을 줄였다는 게 이 제품만의 특징이라 더 궁금하고 손이 간다.,,False,False,40+,True,False,False,False,True,False,claude-live,아이디어는 괜찮은데 매실청으로 새콤함을 냈다는 게 진짜 팟타이 맛이 날지 상상이 잘 안 된다. 정통 팟타이를 기대하는 편이라 살짝 미덥지 않다.,직장 다니면서 바쁠 때 5분이면 되고 국산 새우·숙주 들어간 건 믿음이 가서.
78,직장인 커뮤니티,35-39,직장인,2인가구,0회,있다,먹어봤고 좋아한다,③접근성 부족,3,5분 완조리,국산 새우·숙주 등 재료,양(300g) 부족,그렇다,배달·외식,꼭 산다,산다,산다,산다,안 산다,가(T1·완성도),"향 부담은 원래 없는 편이라, 그냥 사 먹던 그 맛이 나오는지가 더 중요하거든요.",,False,False,구매0회,True,False,False,False,True,False,claude-live,팟타이 좋아하는데 집 근처에서 파는 데가 마땅찮아 못 먹었거든요. 냉동으로 5분이면 된다니 일단 반갑네요.,"먹고 싶을 때 바로 해먹을 수 있다는 게 제일 크고, 재료가 국산이라니 좀 안심은 되네요."
